MaGiaDinh;MaGiaoDan;VaiTro;ChuHo;UpdateDate;MaGiaoXuRieng
158;720;2;False;;
158;721;2;False;;
158;718;0;True;;
158;719;1;False;;
159;724;2;False;;
159;725;2;False;;
159;726;2;False;;
103;483;0;True;;
103;484;1;False;;
156;710;0;True;;
159;722;0;True;;
159;723;1;False;;
160;729;2;False;;
160;730;2;False;;
160;727;0;True;;
160;728;1;False;;
161;734;2;False;;
161;735;2;False;;
161;732;0;True;;
161;733;1;False;;
162;738;2;False;;
162;739;2;False;;
162;740;2;False;;
162;741;2;False;;
162;742;2;False;;
162;736;0;True;;
162;737;1;False;;
163;745;2;False;;
163;746;2;False;;
163;743;0;True;;
163;744;1;False;;
164;749;2;False;;
164;750;2;False;;
164;751;2;False;;
164;752;2;False;;
164;753;2;False;;
164;747;0;True;;
164;748;1;False;;
165;756;2;False;;
165;757;2;False;;
165;758;2;False;;
165;759;2;False;;
165;760;2;False;;
165;754;0;True;;
165;755;1;False;;
166;762;2;False;;
166;763;2;False;;
166;764;2;False;;
166;765;2;False;;
166;761;1;True;;
167;768;2;False;;
167;769;2;False;;
167;766;0;True;;
167;767;1;False;;
168;772;2;False;;
169;775;2;False;;
169;776;2;False;;
169;777;2;False;;
169;773;0;True;;
169;774;1;False;;
170;780;2;False;;
170;781;2;False;;
170;778;0;True;;
170;779;1;False;;
171;784;2;False;;
171;785;2;False;;
171;782;0;True;;
171;783;1;False;;
172;788;2;False;;
172;789;2;False;;
172;786;0;True;;
172;787;1;False;;
173;792;2;False;;
173;793;2;False;;
173;794;2;False;;
173;790;0;True;;
173;791;1;False;;
174;797;2;False;;
174;798;2;False;;
174;799;2;False;;
174;800;2;False;;
174;795;0;True;;
174;796;1;False;;
175;803;2;False;;
175;801;0;True;;
175;802;1;False;;
176;806;2;False;;
176;804;0;True;;
176;805;1;False;;
177;809;2;False;;
177;810;2;False;;
177;807;0;True;;
177;808;1;False;;
178;813;2;False;;
178;811;0;True;;
178;812;1;False;;
179;816;2;False;;
179;817;2;False;;
179;818;2;False;;
179;819;2;False;;
179;814;0;True;;
179;815;1;False;;
180;822;2;False;;
180;823;2;False;;
180;824;2;False;;
180;825;2;False;;
180;820;0;True;;
180;821;1;False;;
181;828;2;False;;
181;829;2;False;;
181;830;2;False;;
181;826;0;True;;
181;827;1;False;;
182;833;2;False;;
182;834;2;False;;
182;831;0;True;;
182;832;1;False;;
183;837;2;False;;
183;835;0;True;;
183;836;1;False;;
184;840;2;False;;
184;838;0;True;;
184;839;1;False;;
185;843;2;False;;
185;844;2;False;;
185;845;2;False;;
185;841;0;True;;
185;842;1;False;;
186;848;2;False;;
186;849;2;False;;
186;846;0;True;;
186;847;1;False;;
187;852;2;False;;
187;853;2;False;;
187;854;2;False;;
187;855;2;False;;
187;850;0;True;;
187;851;1;False;;
188;858;2;False;;
188;856;0;True;;
188;857;1;False;;
189;861;2;False;;
189;862;2;False;;
189;859;0;True;;
189;860;1;False;;
190;865;2;False;;
190;866;2;False;;
191;869;2;False;;
191;867;0;True;;
191;868;1;False;;
192;872;2;False;;
192;870;0;True;;
192;871;1;False;;
193;876;2;False;;
193;877;2;False;;
193;873;0;True;;
193;875;1;False;;
194;880;2;False;;
194;878;0;True;;
194;879;1;False;;
195;883;2;False;;
195;884;2;False;;
195;885;2;False;;
195;886;2;False;;
195;881;0;True;;
195;882;1;False;;
196;887;0;True;;
196;888;1;False;;
197;891;2;False;;
197;889;0;True;;
197;890;1;False;;
198;892;0;True;;
199;895;2;False;;
199;893;0;True;;
199;894;1;False;;
200;898;2;False;;
201;901;2;False;;
201;899;0;True;;
201;900;1;False;;
203;906;2;False;;
203;904;0;True;;
203;905;1;False;;
204;911;2;False;;
204;909;0;True;;
204;910;1;False;;
205;914;2;False;;
205;912;0;True;;
205;913;1;False;;
206;917;2;False;;
206;915;0;True;;
206;916;1;False;;
207;920;2;False;;
207;918;0;True;;
207;919;1;False;;
208;923;2;False;;
208;924;2;False;;
208;921;0;True;;
208;922;1;False;;
209;925;0;True;;
1;1;0;True;;
1;2;1;False;;
73;339;1;True;;
210;930;2;False;;
210;929;2;False;;
210;928;1;False;;
210;927;0;False;;
211;935;2;False;;
211;934;2;False;;
211;933;2;False;;
211;932;1;False;;
211;931;0;False;;
212;942;2;False;;
212;941;2;False;;
212;940;2;False;;
212;939;2;False;;
212;938;2;False;;
212;937;1;False;;
212;936;0;False;;
213;946;2;False;;
213;945;2;False;;
213;944;1;False;;
213;943;0;False;;
214;950;2;False;;
214;949;2;False;;
214;948;2;False;;
214;947;1;False;;
215;955;2;False;;
215;954;2;False;;
215;953;2;False;;
215;952;1;False;;
215;951;0;False;;
216;959;2;False;;
216;958;2;False;;
216;957;1;False;;
216;956;0;False;;
217;964;2;False;;
217;963;2;False;;
217;962;2;False;;
218;970;2;False;;
200;896;0;True;;
200;897;1;False;;
217;960;0;True;;
190;863;0;True;;
190;864;1;False;;
202;902;0;True;;
202;903;1;False;;
168;770;0;True;;
168;771;1;False;;
218;969;2;False;;
218;968;2;False;;
218;967;2;False;;
218;966;1;False;;
218;965;0;False;;
219;972;2;False;;
219;971;1;False;;
220;979;2;False;;
220;978;2;False;;
220;977;2;False;;
220;976;2;False;;
220;975;2;False;;
220;974;1;False;;
220;973;0;False;;
221;984;2;False;;
221;983;2;False;;
221;982;2;False;;
221;981;2;False;;
221;980;0;False;;
222;987;2;False;;
222;986;1;False;;
222;985;0;False;;
223;991;2;False;;
223;990;2;False;;
223;989;1;False;;
223;988;0;False;;
224;996;2;False;;
224;995;2;False;;
224;994;19;False;;
224;993;2;False;;
224;992;1;False;;
225;999;2;False;;
225;998;1;False;;
225;997;0;False;;
226;1003;2;False;;
226;1002;2;False;;
226;1001;1;False;;
226;1000;0;False;;
227;1010;2;False;;
227;1009;2;False;;
227;1008;2;False;;
227;1007;2;False;;
227;1006;2;False;;
227;1005;1;False;;
227;1004;0;False;;
228;1011;1;False;;
229;1015;2;False;;
229;1014;2;False;;
229;1013;2;False;;
229;1012;1;False;;
230;1021;2;False;;
230;1020;2;False;;
230;1019;2;False;;
230;1018;2;False;;
230;1017;1;False;;
230;1016;0;False;;
231;1022;0;False;;
232;1025;2;False;;
232;1024;2;False;;
232;1023;1;False;;
233;1027;1;False;;
233;1026;0;False;;
234;1033;2;False;;
234;1032;2;False;;
234;1031;2;False;;
234;1030;2;False;;
234;1029;1;False;;
234;1028;0;False;;
235;1038;2;False;;
235;1037;2;False;;
235;1036;2;False;;
235;1035;1;False;;
235;1034;0;False;;
236;1044;3;False;;
236;1043;3;False;;
236;1042;19;False;;
236;1041;2;False;;
236;1040;2;False;;
236;1039;1;False;;
237;1049;2;False;;
237;1048;2;False;;
237;1047;2;False;;
237;1046;1;False;;
237;1045;0;False;;
238;1053;2;False;;
238;1052;2;False;;
238;1051;1;False;;
238;1050;0;False;;
239;1054;1;False;;
240;1058;2;False;;
240;1057;2;False;;
240;1056;1;False;;
240;1055;0;False;;
241;1063;2;False;;
241;1062;2;False;;
241;1061;2;False;;
241;1060;1;False;;
241;1059;0;False;;
242;1069;3;False;;
242;1068;3;False;;
242;1067;19;False;;
242;1066;2;False;;
242;1065;1;False;;
242;1064;0;False;;
243;1074;3;False;;
243;1073;3;False;;
243;1072;19;False;;
243;1071;2;False;;
243;1070;1;False;;
244;1079;3;False;;
244;1078;3;False;;
244;1077;19;False;;
244;1076;2;False;;
244;1075;1;False;;
245;1086;2;False;;
245;1085;2;False;;
245;1084;2;False;;
245;1083;2;False;;
245;1082;2;False;;
245;1081;1;False;;
245;1080;0;False;;
246;1090;2;False;;
246;1089;2;False;;
246;1088;1;False;;
246;1087;0;False;;
247;1095;2;False;;
247;1094;2;False;;
247;1093;2;False;;
247;1092;1;False;;
247;1091;0;False;;
248;1101;2;False;;
248;1100;2;False;;
248;1099;2;False;;
248;1098;2;False;;
248;1097;1;False;;
248;1096;0;False;;
249;1105;2;False;;
249;1104;2;False;;
249;1103;1;False;;
249;1102;0;False;;
250;1111;2;False;;
250;1110;2;False;;
250;1109;2;False;;
250;1108;2;False;;
250;1107;2;False;;
250;1106;0;False;;
251;1115;2;False;;
251;1114;2;False;;
251;1113;1;False;;
251;1112;0;False;;
252;1122;2;False;;
252;1121;2;False;;
252;1120;2;False;;
252;1119;2;False;;
252;1118;2;False;;
252;1117;1;False;;
252;1116;0;False;;
253;1127;2;False;;
253;1126;2;False;;
253;1125;2;False;;
253;1124;1;False;;
253;1123;0;False;;
254;1131;2;False;;
254;1130;2;False;;
254;1129;1;False;;
254;1128;0;False;;
255;1134;2;False;;
255;1133;1;False;;
255;1132;0;False;;
256;1138;2;False;;
256;1137;2;False;;
256;1136;1;False;;
256;1135;0;False;;
257;1142;2;False;;
257;1141;2;False;;
257;1140;1;False;;
257;1139;0;False;;
258;1146;2;False;;
258;1145;2;False;;
258;1144;1;False;;
258;1143;0;False;;
259;1151;2;False;;
259;1150;2;False;;
259;1149;2;False;;
259;1148;1;False;;
259;1147;0;False;;
260;1152;1;False;;
261;1161;2;False;;
261;1160;2;False;;
261;1159;2;False;;
261;1158;2;False;;
261;1157;2;False;;
261;1156;2;False;;
261;1155;2;False;;
261;1154;1;False;;
261;1153;0;False;;
262;1165;2;False;;
262;1164;2;False;;
263;1168;2;False;;
263;1167;1;False;;
263;1166;0;False;;
264;1174;2;False;;
264;1173;2;False;;
264;1172;2;False;;
264;1171;2;False;;
264;1170;1;False;;
264;1169;0;False;;
265;1180;2;False;;
265;1179;2;False;;
265;1178;2;False;;
265;1177;2;False;;
265;1176;1;False;;
265;1175;0;False;;
266;1185;2;False;;
266;1184;2;False;;
266;1183;2;False;;
266;1182;2;False;;
266;1181;1;False;;
267;1194;2;False;;
267;1193;2;False;;
267;1192;2;False;;
267;1191;2;False;;
267;1190;2;False;;
267;1189;2;False;;
267;1188;2;False;;
267;1187;1;False;;
267;1186;0;False;;
268;1200;3;False;;
268;1199;3;False;;
268;1198;19;False;;
268;1197;2;False;;
268;1196;1;False;;
268;1195;0;False;;
269;1205;2;False;;
269;1204;2;False;;
269;1203;2;False;;
269;1202;1;False;;
269;1201;0;False;;
262;1162;0;True;;
270;1208;2;False;;
270;1207;1;False;;
270;1206;0;False;;
271;1214;2;False;;
271;1213;2;False;;
271;1212;2;False;;
271;1211;2;False;;
271;1210;1;False;;
271;1209;0;False;;
272;1218;2;False;;
272;1217;2;False;;
272;1216;1;False;;
272;1215;0;False;;
273;1221;2;False;;
273;1220;1;False;;
273;1219;0;False;;
274;1226;2;False;;
274;1225;2;False;;
274;1224;2;False;;
274;1223;1;False;;
274;1222;0;False;;
275;1231;2;False;;
275;1230;2;False;;
275;1229;2;False;;
275;1228;1;False;;
275;1227;0;False;;
276;1236;2;False;;
276;1235;2;False;;
276;1234;2;False;;
276;1233;1;False;;
276;1232;0;False;;
277;1239;2;False;;
277;1238;2;False;;
278;1243;2;False;;
278;1242;2;False;;
278;1241;1;False;;
278;1240;0;False;;
279;1246;19;False;;
279;1245;2;False;;
279;1244;1;False;;
280;1249;2;False;;
280;1248;1;False;;
280;1247;0;False;;
281;1252;2;False;;
281;1251;2;False;;
281;1250;1;False;;
282;1256;2;False;;
282;1255;2;False;;
282;1254;1;False;;
282;1253;0;False;;
283;1261;2;False;;
283;1260;2;False;;
283;1259;2;False;;
283;1258;1;False;;
283;1257;0;False;;
284;1265;2;False;;
284;1264;2;False;;
284;1263;1;False;;
284;1262;0;False;;
285;1267;1;False;;
285;1266;0;False;;
286;1272;2;False;;
286;1271;2;False;;
286;1270;2;False;;
286;1269;1;False;;
286;1268;0;False;;
287;1277;2;False;;
287;1276;2;False;;
287;1275;2;False;;
287;1274;1;False;;
287;1273;0;False;;
288;1281;2;False;;
288;1280;2;False;;
288;1279;1;False;;
288;1278;0;False;;
289;1286;2;False;;
289;1285;2;False;;
289;1284;2;False;;
289;1283;1;False;;
289;1282;0;False;;
290;1289;2;False;;
290;1288;1;False;;
290;1287;0;False;;
291;1292;2;False;;
291;1291;1;False;;
291;1290;0;False;;
292;1296;2;False;;
292;1295;2;False;;
292;1294;1;False;;
292;1293;0;False;;
293;1302;2;False;;
293;1301;2;False;;
293;1300;2;False;;
293;1299;2;False;;
293;1298;1;False;;
293;1297;0;False;;
294;1308;2;False;;
294;1307;2;False;;
294;1306;2;False;;
294;1305;2;False;;
294;1304;1;False;;
294;1303;0;False;;
295;1312;2;False;;
295;1311;2;False;;
295;1310;1;False;;
295;1309;0;False;;
296;1315;2;False;;
296;1314;1;False;;
296;1313;0;False;;
297;1318;2;False;;
297;1317;1;False;;
297;1316;0;False;;
298;1324;2;False;;
298;1323;2;False;;
298;1322;2;False;;
298;1321;2;False;;
298;1320;1;False;;
298;1319;0;False;;
299;1328;2;False;;
299;1327;2;False;;
299;1326;1;False;;
299;1325;0;False;;
300;1331;2;False;;
300;1330;1;False;;
300;1329;0;False;;
301;1336;2;False;;
301;1335;2;False;;
301;1334;2;False;;
301;1333;1;False;;
301;1332;0;False;;
302;1338;2;False;;
302;1337;1;False;;
303;1344;2;False;;
303;1343;2;False;;
303;1342;2;False;;
303;1341;2;False;;
303;1340;1;False;;
303;1339;0;False;;
304;1345;0;False;;
305;1347;2;False;;
305;1346;1;False;;
306;1351;2;False;;
306;1350;2;False;;
306;1349;1;False;;
306;1348;0;False;;
307;1355;2;False;;
307;1354;2;False;;
307;1353;1;False;;
307;1352;0;False;;
308;1361;2;False;;
308;1360;2;False;;
308;1359;2;False;;
308;1358;2;False;;
308;1357;1;False;;
308;1356;0;False;;
309;1367;2;False;;
309;1366;2;False;;
309;1365;2;False;;
309;1364;2;False;;
309;1363;1;False;;
309;1362;0;False;;
310;1373;2;False;;
310;1372;2;False;;
310;1371;2;False;;
310;1370;2;False;;
310;1369;1;False;;
310;1368;0;False;;
311;1378;2;False;;
311;1377;2;False;;
311;1376;2;False;;
311;1375;1;False;;
311;1374;0;False;;
312;1383;2;False;;
312;1382;2;False;;
312;1381;2;False;;
312;1380;1;False;;
312;1379;0;False;;
313;1384;0;False;;
314;1388;2;False;;
314;1387;2;False;;
314;1386;1;False;;
314;1385;0;False;;
