ID;LoaiDuLieu;MaDuLieu;DuLieu1;DuLieu2;UpdateDate;MaGiaoXuRieng
147;1;Phêrô;Phêrô;;;
148;1;Phaolô;Phaolô;;;
149;1;Vinhsơn Yến;Vinhsơn Yến;;;
150;1;Junipero Serra;Junipero Serra;;;
151;1;Tôma;Tôma;;;
152;1;Philipphê Minh;Philipphê Minh;;;
153;1;Êlisabeth;Êlisabeth;;;
154;1;Giuse Uyển;Giuse Uyển;;;
155;1;Antôn;Antôn;;;
156;1;Maria Goretti;Maria Goretti;;;
157;1;Antôn Quỳnh;Antôn Quỳnh;;;
158;1;Phêrô Khắc Tự;Phêrô Khắc Tự;;;
159;1;Bênêđictô;Bênêđictô;;;
160;1;Clêmentê Inhaxiô Hy;Clêmentê Inhaxiô Hy;;;
161;1;Inê Thành;Inê Thành;;;
162;1;Phêrô Khanh;Phêrô Khanh;;;
163;1;Henricô;Henricô;;;
164;1;Camillô Lellis;Camillô Lellis;;;
165;1;Kateri Tekakwitha;Kateri Tekakwitha;;;
166;1;Bônaventura;Bônaventura;;;
167;1;Anrê Thông;Anrê Thông;;;
168;1;Phêrô Tuần;Phêrô Tuần;;;
169;1;Maria;Maria;;;
170;1;Đaminh Đạt;Đaminh Đạt;;;
171;1;Giuse An;Giuse An;;;
172;1;Laurensô;Laurensô;;;
173;1;Maria Mađalêna;Maria Mađalêna;;;
174;1;Brigitta;Brigitta;;;
175;1;Sarbêliô Makhluf;Sarbêliô Makhluf;;;
176;1;Giuse Hiền;Giuse Hiền;;;
177;1;Giacôbê;Giacôbê;;;
178;1;Gioakim;Gioakim;;;
179;1;Anna;Anna;;;
180;1;Anrê Phú Yên;Anrê Phú Yên;;;
181;1;Melchor Xuyên;Melchor Xuyên;;;
182;1;Martha;Martha;;;
183;1;Phêrô;Phêrô;;;
184;1;Ignatiô;Ignatiô;;;
185;1;Emmanuel Phụng;Emmanuel Phụng;;;
186;1;Phêrô Quý;Phêrô Quý;;;
187;1;Alphongsô;Alphongsô;;;
188;1;Bênađô Duệ;Bênađô Duệ;;;
189;1;Đaminh Hạnh;Đaminh Hạnh;;;
190;1;Eusêbiô;Eusêbiô;;;
191;1;Eymard;Eymard;;;
192;1;Vianney;Vianney;;;
193;1;Maria;Maria;;;
194;1;Xystô II;Xystô II;;;
195;1;Gajêtanô;Gajêtanô;;;
196;1;Đaminh;Đaminh;;;
197;1;Têrêsa Bênêđicta;Têrêsa Bênêđicta;;;
198;1;Laurensô;Laurensô;;;
199;1;Clara;Clara;;;
200;1;Joanna;Joanna;;;
201;1;Antôn Đích;Antôn Đích;;;
202;1;Giacôbê Năm;Giacôbê Năm;;;
203;1;Micae Mỹ;Micae Mỹ;;;
204;1;Pontianô;Pontianô;;;
205;1;Hippôlytô;Hippôlytô;;;
206;1;Maximilianô Kolbê;Maximilianô Kolbê;;;
207;1;Maria;Maria;;;
208;1;Stêphanô;Stêphanô;;;
209;1;Gioan Êuđê;Gioan Êuđê;;;
210;1;Bernarđô;Bernarđô;;;
211;1;Piô X;Piô X;;;
212;1;Giuse Viên;Giuse Viên;;;
213;1;Maria;Maria;;;
214;1;Rosa Lima;Rosa Lima;;;
215;1;Barthôlômêô;Barthôlômêô;;;
216;1;Giuse Calasanz;Giuse Calasanz;;;
217;1;Luy;Luy;;;
218;1;Monica;Monica;;;
219;1;Augustinô;Augustinô;;;
220;1;Gioan Bt.;Gioan Bt.;;;
221;1;Grêgôriô;Grêgôriô;;;
222;1;Giuse cảnh;Giuse cảnh;;;
223;1;Phêrô Văn Tự;Phêrô Văn Tự;;;
224;1;Maria;Maria;;;
225;1;Phêrô Claver;Phêrô Claver;;;
226;1;Gioan;Gioan;;;
227;1;Maria;Maria;;;
228;1;Conêliô;Conêliô;;;
229;1;Cyprianô;Cyprianô;;;
230;1;Robertô;Robertô;;;
231;1;Emmanuel Triệu;Emmanuel Triệu;;;
232;1;Đaminh Trạch;Đaminh Trạch;;;
233;1;Januariô;Januariô;;;
234;1;Anrê Kim Têgon;Anrê Kim Têgon;;;
235;1;Phaolô Chung Hasang;Phaolô Chung Hasang;;;
236;1;Mátthêu;Mátthêu;;;
237;1;Phanxicô Phan;Phanxicô Phan;;;
238;1;Tôma Thiện;Tôma Thiện;;;
239;1;Piô;Piô;;;
240;1;Cosma;Cosma;;;
241;1;Đamianô;Đamianô;;;
242;1;Vinhsơn Phaolô;Vinhsơn Phaolô;;;
243;1;Venceslaô;Venceslaô;;;
244;1;Laurensô Ruiz;Laurensô Ruiz;;;
245;1;Micae;Micae;;;
246;1;Gabriel;Gabriel;;;
247;1;Raphael;Raphael;;;
248;1;Giêrômiô;Giêrômiô;;;
249;1;Têrêxa;Têrêxa;;;
250;1;Phanxicô Assisi;Phanxicô Assisi;;;
251;1;Brunô;Brunô;;;
252;1;Maria Rosa;Maria Rosa;;;
253;1;Phanxicô Trung;Phanxicô Trung;;;
254;1;Maria;Maria;;;
255;1;Điônisyô;Điônisyô;;;
256;1;Gioan Lêônarđô;Gioan Lêônarđô;;;
257;1;Gioan XXIII;Gioan XXIII;;;
258;1;Phêrô Tùy;Phêrô Tùy;;;
259;1;Callistô I;Callistô I;;;
260;1;Têrêsa Giêsu;Têrêsa Giêsu;;;
261;1;Hedviges;Hedviges;;;
262;1;Margarita Alacoque;Margarita Alacoque;;;
263;1;Phanxicô Kính;Phanxicô Kính;;;
264;1;Ignatiô;Ignatiô;;;
265;1;Luca;Luca;;;
266;1;Isaac Jogues;Isaac Jogues;;;
267;1;Gioan Brêbeuf;Gioan Brêbeuf;;;
268;1;Phaolô Thánh Giá;Phaolô Thánh Giá;;;
269;1;Gioan Phaolô II;Gioan Phaolô II;;;
270;1;Gioan Capistranô;Gioan Capistranô;;;
271;1;Phaolô Bường;Phaolô Bường;;;
272;1;Antôn Clarét;Antôn Clarét;;;
273;1;Giuse Thị;Giuse Thị;;;
274;1;Simon;Simon;;;
275;1;Giuđa;Giuđa;;;
276;1;Gioan Đạt;Gioan Đạt;;;
277;1;Giêrônimô Liêm;Giêrônimô Liêm;;;
278;1;Berrio Vinh;Berrio Vinh;;;
279;1;Phêrô Bình;Phêrô Bình;;;
280;1;Martinô;Martinô;;;
281;1;Phêrô Bắc;Phêrô Bắc;;;
282;1;Carôlô;Carôlô;;;
283;1;Đaminh Mầu;Đaminh Mầu;;;
284;1;Henricô Gia;Henricô Gia;;;
285;1;Vinhsơn Liêm;Vinhsơn Liêm;;;
286;1;Gioan Bt. Côn;Gioan Bt. Côn;;;
287;1;Giuse Nghi;Giuse Nghi;;;
288;1;Martinô Thịnh;Martinô Thịnh;;;
289;1;Martinô Thọ;Martinô Thọ;;;
290;1;Phaolô Ngân;Phaolô Ngân;;;
291;1;Lêô;Lêô;;;
292;1;Martinô;Martinô;;;
293;1;Josaphat;Josaphat;;;
294;1;Frances X. Cabrini;Frances X. Cabrini;;;
295;1;Stêphanô Thể;Stêphanô Thể;;;
296;1;Albertô;Albertô;;;
297;1;Margarita;Margarita;;;
298;1;Gertruđê;Gertruđê;;;
299;1;Elizabeth;Elizabeth;;;
300;1;Phanxicô Cần;Phanxicô Cần;;;
301;1;Maria;Maria;;;
302;1;Cêcilia;Cêcilia;;;
303;1;Clêmentê I;Clêmentê I;;;
304;1;Columbanô;Columbanô;;;
305;1;Miguel Pro;Miguel Pro;;;
306;1;Phêrô Cao;Phêrô Cao;;;
307;1;Phêrô Khoa;Phêrô Khoa;;;
308;1;Vinhsơn Điểm;Vinhsơn Điểm;;;
309;1;Catarina;Catarina;;;
310;1;Đaminh Xuyên;Đaminh Xuyên;;;
311;1;Tôma Dụ;Tôma Dụ;;;
312;1;Anrê Trông;Anrê Trông;;;
313;1;Anrê;Anrê;;;
314;1;Giuse Du;Giuse Du;;;
315;1;Phanxicô Xaviê;Phanxicô Xaviê;;;
316;1;Gioan Đamas;Gioan Đamas;;;
317;1;Nicôla;Nicôla;;;
318;1;Giuse Khang;Giuse Khang;;;
319;1;Ambrôsiô;Ambrôsiô;;;
320;1;Maria;Maria;;;
321;1;Gioan Điđacô;Gioan Điđacô;;;
322;1;Đamasô;Đamasô;;;
323;1;Maria;Maria;;;
324;1;Simon Hòa;Simon Hòa;;;
325;1;Luxia;Luxia;;;
326;1;Gioan Thánh Giá;Gioan Thánh Giá;;;
327;1;Phaolô Mỹ;Phaolô Mỹ;;;
328;1;Phêrô Đường;Phêrô Đường;;;
329;1;Phêrô Truật;Phêrô Truật;;;
330;1;Augustinô Mới;Augustinô Mới;;;
331;1;Đaminh Úy;Đaminh Úy;;;
332;1;Phanxicô Mậu;Phanxicô Mậu;;;
333;1;Stêphanô Vinh;Stêphanô Vinh;;;
334;1;Tôma Đệ;Tôma Đệ;;;
335;1;Phêrô Canisiô;Phêrô Canisiô;;;
336;1;Anrê Dũng Lạc;Anrê Dũng Lạc;;;
337;1;Phêrô Thi;Phêrô Thi;;;
338;1;Gioan Kêty;Gioan Kêty;;;
339;1;Emmanuel;Emmanuel;;;
340;1;Stêphanô;Stêphanô;;;
341;1;Gioan;Gioan;;;
342;1;Tôma Becket;Tôma Becket;;;
343;1;Sylvestê;Sylvestê;;;
