ID;LoaiDuLieu;MaDuLieu;DuLieu1;DuLieu2;UpdateDate;MaGiaoXuRieng
55;1;Turibiô Môgrôvêjô;Turibiô Môgrôvêjô;;2018/10/03 03:07:17;
56;1;Maria;Maria;;2018/10/03 03:07:17;
57;1;Phanxicô Paola;Phanxicô Paola;;2018/10/03 03:07:17;
58;1;Đaminh Tước;Đaminh Tước;;2018/10/03 03:07:17;
59;1;Isiđôrô;Isiđôrô;;2018/10/03 03:07:17;
60;1;Vinhsơn Phêriê;Vinhsơn Phêriê;;2018/10/03 03:07:17;
61;1;Phaolô Tịnh;Phaolô Tịnh;;2018/10/03 03:07:17;
62;1;Gioan Bt. Lasan;Gioan Bt. Lasan;;2018/10/03 03:07:17;
63;1;Phêrô Lựu;Phêrô Lựu;;2018/10/03 03:07:17;
64;1;Stanislaô;Stanislaô;;2018/10/03 03:07:17;
65;1;Martinô I;Martinô I;;2018/10/03 03:07:17;
66;1;Anselmô;Anselmô;;2018/10/03 03:07:17;
67;1;Georgiô;Georgiô;;2018/10/03 03:07:17;
68;1;Ađalbertô;Ađalbertô;;2018/10/03 03:07:17;
69;1;Fiđêlê Sigmaringen;Fiđêlê Sigmaringen;;2018/10/03 03:07:17;
70;1;Marcô;Marcô;;2018/10/03 03:07:17;
71;1;Giaon Bt. Thành;Giaon Bt. Thành;;2018/10/03 03:07:17;
72;1;Phêrô Chanel;Phêrô Chanel;;2018/10/03 03:07:17;
73;1;Phaolô Khoan;Phaolô Khoan;;2018/10/03 03:07:17;
74;1;Phêrô Hiếu;Phêrô Hiếu;;2018/10/03 03:07:17;
75;1;Catêrina Siêna;Catêrina Siêna;;2018/10/03 03:07:17;
76;1;Piô V;Piô V;;2018/10/03 03:07:17;
77;1;Giuse Tuân;Giuse Tuân;;2018/10/03 03:07:17;
78;1;Giuse;Giuse;;2018/10/03 03:07:17;
79;1;Augustinô Đông;Augustinô Đông;;2018/10/03 03:07:17;
80;1;Gioan Hương;Gioan Hương;;2018/10/03 03:07:17;
81;1;Athanasiô;Athanasiô;;2018/10/03 03:07:17;
82;1;Philipphê;Philipphê;;2018/10/03 03:07:17;
83;1;Giacôbê;Giacôbê;;2018/10/03 03:07:17;
84;1;Giuse Lựu;Giuse Lựu;;2018/10/03 03:07:17;
85;1;Giuse Hiển;Giuse Hiển;;2018/10/03 03:07:17;
86;1;Matthêu Gẫm;Matthêu Gẫm;;2018/10/03 03:07:17;
87;1;Nêrêô;Nêrêô;;2018/10/03 03:07:17;
88;1;Achillêô;Achillêô;;2018/10/03 03:07:17;
89;1;Pancratiô;Pancratiô;;2018/10/03 03:07:17;
90;1;Maria;Maria;;2018/10/03 03:07:17;
91;1;Matthia;Matthia;;2018/10/03 03:07:17;
92;1;Isidorê;Isidorê;;2018/10/03 03:07:17;
93;1;Gioan I;Gioan I;;2018/10/03 03:07:17;
94;1;Bernarđinô Siêna;Bernarđinô Siêna;;2018/10/03 03:07:17;
95;1;Gioan Tân;Gioan Tân;;2018/10/03 03:07:17;
96;1;Christôphôrô Magallanes;Christôphôrô Magallanes;;2018/10/03 03:07:17;
97;1;Lorensô Ngôn;Lorensô Ngôn;;2018/10/03 03:07:17;
98;1;Micae Hy;Micae Hy;;2018/10/03 03:07:17;
99;1;Bêđa;Bêđa;;2018/10/03 03:07:17;
100;1;Grêgôriô VII;Grêgôriô VII;;2018/10/03 03:07:17;
101;1;Maria Mađalêna Pazzi;Maria Mađalêna Pazzi;;2018/10/03 03:07:17;
102;1;Phêrô Vân;Phêrô Vân;;2018/10/03 03:07:17;
103;1;Matthêu Phương;Matthêu Phương;;2018/10/03 03:07:17;
104;1;Philipphê Nêri;Philipphê Nêri;;2018/10/03 03:07:17;
105;1;Gioan Hoan;Gioan Hoan;;2018/10/03 03:07:17;
106;1;Augustinô;Augustinô;;2018/10/03 03:07:17;
107;1;Phaolô Hạnh;Phaolô Hạnh;;2018/10/03 03:07:17;
108;1;Maria;Maria;;2018/10/03 03:07:17;
109;1;Justinô;Justinô;;2018/10/03 03:07:17;
110;1;Giuse Túc;Giuse Túc;;2018/10/03 03:07:17;
111;1;Marcellinô;Marcellinô;;2018/10/03 03:07:17;
112;1;Phêrô;Phêrô;;2018/10/03 03:07:17;
113;1;Đaminh Ninh;Đaminh Ninh;;2018/10/03 03:07:17;
114;1;Carôlô Lwanga;Carôlô Lwanga;;2018/10/03 03:07:17;
115;1;Phaolô Dương;Phaolô Dương;;2018/10/03 03:07:17;
116;1;Bonifatiô;Bonifatiô;;2018/10/03 03:07:17;
117;1;Đaminh Huyện;Đaminh Huyện;;2018/10/03 03:07:17;
118;1;Đaminh Toái;Đaminh Toái;;2018/10/03 03:07:17;
119;1;Luca Loan;Luca Loan;;2018/10/03 03:07:17;
120;1;Norbertô;Norbertô;;2018/10/03 03:07:17;
121;1;Phêrô Dũng;Phêrô Dũng;;2018/10/03 03:07:17;
122;1;Phêrô Thuần;Phêrô Thuần;;2018/10/03 03:07:17;
123;1;Vinhsơn Dương;Vinhsơn Dương;;2018/10/03 03:07:17;
124;1;Ephrem;Ephrem;;2018/10/03 03:07:17;
125;1;Barnaba;Barnaba;;2018/10/03 03:07:17;
126;1;Augustinô Huy;Augustinô Huy;;2018/10/03 03:07:17;
127;1;Nicola Thể;Nicola Thể;;2018/10/03 03:07:17;
128;1;Maria;Maria;;2018/10/03 03:07:17;
129;1;Antôn;Antôn;;2018/10/03 03:07:17;
130;1;Anrê Tường;Anrê Tường;;2018/10/03 03:07:17;
131;1;Đaminh Mạo;Đaminh Mạo;;2018/10/03 03:07:17;
132;1;Đaminh Nguyên;Đaminh Nguyên;;2018/10/03 03:07:17;
133;1;Đaminh Nhi;Đaminh Nhi;;2018/10/03 03:07:17;
134;1;Vinhsơn Tường;Vinhsơn Tường;;2018/10/03 03:07:17;
135;1;Phêrô Đa;Phêrô Đa;;2018/10/03 03:07:17;
136;1;Rômualđô;Rômualđô;;2018/10/03 03:07:17;
137;1;Luy Gonzaga;Luy Gonzaga;;2018/10/03 03:07:17;
138;1;Paulinô;Paulinô;;2018/10/03 03:07:17;
139;1;Tôma More;Tôma More;;2018/10/03 03:07:17;
140;1;Gioan Fisher;Gioan Fisher;;2018/10/03 03:07:17;
141;1;Gioan Bt.;Gioan Bt.;;2018/10/03 03:07:17;
142;1;Đaminh Xuân;Đaminh Xuân;;2018/10/03 03:07:17;
143;1;Phanxicô Chiểu;Phanxicô Chiểu;;2018/10/03 03:07:17;
144;1;Cyrillô;Cyrillô;;2018/10/03 03:07:17;
145;1;Tôma Toán;Tôma Toán;;2018/10/03 03:07:17;
146;1;Irênê;Irênê;;2018/10/03 03:07:17;
147;1;Phêrô;Phêrô;;2018/10/03 03:07:17;
148;1;Phaolô;Phaolô;;2018/10/03 03:07:17;
149;1;Vinhsơn Yến;Vinhsơn Yến;;2018/10/03 03:07:17;
150;1;Junipero Serra;Junipero Serra;;2018/10/03 03:07:17;
151;1;Tôma;Tôma;;2018/10/03 03:07:17;
152;1;Philipphê Minh;Philipphê Minh;;2018/10/03 03:07:17;
153;1;Êlisabeth;Êlisabeth;;2018/10/03 03:07:17;
154;1;Giuse Uyển;Giuse Uyển;;2018/10/03 03:07:17;
155;1;Antôn;Antôn;;2018/10/03 03:07:17;
156;1;Maria Goretti;Maria Goretti;;2018/10/03 03:07:17;
157;1;Antôn Quỳnh;Antôn Quỳnh;;2018/10/03 03:07:17;
158;1;Phêrô Khắc Tự;Phêrô Khắc Tự;;2018/10/03 03:07:17;
159;1;Bênêđictô;Bênêđictô;;2018/10/03 03:07:17;
160;1;Clêmentê Inhaxiô Hy;Clêmentê Inhaxiô Hy;;2018/10/03 03:07:17;
161;1;Inê Thành;Inê Thành;;2018/10/03 03:07:17;
162;1;Phêrô Khanh;Phêrô Khanh;;2018/10/03 03:07:17;
163;1;Henricô;Henricô;;2018/10/03 03:07:17;
164;1;Camillô Lellis;Camillô Lellis;;2018/10/03 03:07:17;
165;1;Kateri Tekakwitha;Kateri Tekakwitha;;2018/10/03 03:07:17;
166;1;Bônaventura;Bônaventura;;2018/10/03 03:07:17;
167;1;Anrê Thông;Anrê Thông;;2018/10/03 03:07:17;
168;1;Phêrô Tuần;Phêrô Tuần;;2018/10/03 03:07:17;
169;1;Maria;Maria;;2018/10/03 03:07:17;
170;1;Đaminh Đạt;Đaminh Đạt;;2018/10/03 03:07:17;
171;1;Giuse An;Giuse An;;2018/10/03 03:07:17;
172;1;Laurensô;Laurensô;;2018/10/03 03:07:17;
173;1;Maria Mađalêna;Maria Mađalêna;;2018/10/03 03:07:17;
174;1;Brigitta;Brigitta;;2018/10/03 03:07:17;
175;1;Sarbêliô Makhluf;Sarbêliô Makhluf;;2018/10/03 03:07:17;
176;1;Giuse Hiền;Giuse Hiền;;2018/10/03 03:07:17;
177;1;Giacôbê;Giacôbê;;2018/10/03 03:07:17;
178;1;Gioakim;Gioakim;;2018/10/03 03:07:17;
179;1;Anna;Anna;;2018/10/03 03:07:17;
180;1;Anrê Phú Yên;Anrê Phú Yên;;2018/10/03 03:07:17;
181;1;Melchor Xuyên;Melchor Xuyên;;2018/10/03 03:07:17;
182;1;Martha;Martha;;2018/10/03 03:07:17;
183;1;Phêrô;Phêrô;;2018/10/03 03:07:17;
184;1;Ignatiô;Ignatiô;;2018/10/03 03:07:17;
185;1;Emmanuel Phụng;Emmanuel Phụng;;2018/10/03 03:07:17;
186;1;Phêrô Quý;Phêrô Quý;;2018/10/03 03:07:17;
187;1;Alphongsô;Alphongsô;;2018/10/03 03:07:17;
188;1;Bênađô Duệ;Bênađô Duệ;;2018/10/03 03:07:17;
189;1;Đaminh Hạnh;Đaminh Hạnh;;2018/10/03 03:07:17;
190;1;Eusêbiô;Eusêbiô;;2018/10/03 03:07:17;
191;1;Eymard;Eymard;;2018/10/03 03:07:17;
192;1;Vianney;Vianney;;2018/10/03 03:07:17;
193;1;Maria;Maria;;2018/10/03 03:07:17;
194;1;Xystô II;Xystô II;;2018/10/03 03:07:17;
195;1;Gajêtanô;Gajêtanô;;2018/10/03 03:07:17;
196;1;Đaminh;Đaminh;;2018/10/03 03:07:17;
197;1;Têrêsa Bênêđicta;Têrêsa Bênêđicta;;2018/10/03 03:07:17;
198;1;Laurensô;Laurensô;;2018/10/03 03:07:17;
199;1;Clara;Clara;;2018/10/03 03:07:17;
200;1;Joanna;Joanna;;2018/10/03 03:07:17;
201;1;Antôn Đích;Antôn Đích;;2018/10/03 03:07:17;
202;1;Giacôbê Năm;Giacôbê Năm;;2018/10/03 03:07:17;
203;1;Micae Mỹ;Micae Mỹ;;2018/10/03 03:07:17;
204;1;Pontianô;Pontianô;;2018/10/03 03:07:17;
205;1;Hippôlytô;Hippôlytô;;2018/10/03 03:07:17;
206;1;Maximilianô Kolbê;Maximilianô Kolbê;;2018/10/03 03:07:17;
207;1;Maria;Maria;;2018/10/03 03:07:17;
208;1;Stêphanô;Stêphanô;;2018/10/03 03:07:17;
209;1;Gioan Êuđê;Gioan Êuđê;;2018/10/03 03:07:17;
210;1;Bernarđô;Bernarđô;;2018/10/03 03:07:17;
211;1;Piô X;Piô X;;2018/10/03 03:07:17;
212;1;Giuse Viên;Giuse Viên;;2018/10/03 03:07:17;
213;1;Maria;Maria;;2018/10/03 03:07:17;
214;1;Rosa Lima;Rosa Lima;;2018/10/03 03:07:17;
215;1;Barthôlômêô;Barthôlômêô;;2018/10/03 03:07:17;
216;1;Giuse Calasanz;Giuse Calasanz;;2018/10/03 03:07:17;
217;1;Luy;Luy;;2018/10/03 03:07:17;
218;1;Monica;Monica;;2018/10/03 03:07:17;
219;1;Augustinô;Augustinô;;2018/10/03 03:07:17;
220;1;Gioan Bt.;Gioan Bt.;;2018/10/03 03:07:17;
221;1;Grêgôriô;Grêgôriô;;2018/10/03 03:07:17;
222;1;Giuse cảnh;Giuse cảnh;;2018/10/03 03:07:17;
223;1;Phêrô Văn Tự;Phêrô Văn Tự;;2018/10/03 03:07:17;
224;1;Maria;Maria;;2018/10/03 03:07:17;
225;1;Phêrô Claver;Phêrô Claver;;2018/10/03 03:07:17;
226;1;Gioan;Gioan;;2018/10/03 03:07:17;
227;1;Maria;Maria;;2018/10/03 03:07:17;
228;1;Conêliô;Conêliô;;2018/10/03 03:07:17;
229;1;Cyprianô;Cyprianô;;2018/10/03 03:07:17;
230;1;Robertô;Robertô;;2018/10/03 03:07:17;
231;1;Emmanuel Triệu;Emmanuel Triệu;;2018/10/03 03:07:17;
232;1;Đaminh Trạch;Đaminh Trạch;;2018/10/03 03:07:17;
233;1;Januariô;Januariô;;2018/10/03 03:07:17;
234;1;Anrê Kim Têgon;Anrê Kim Têgon;;2018/10/03 03:07:17;
235;1;Phaolô Chung Hasang;Phaolô Chung Hasang;;2018/10/03 03:07:17;
236;1;Mátthêu;Mátthêu;;2018/10/03 03:07:17;
237;1;Phanxicô Phan;Phanxicô Phan;;2018/10/03 03:07:17;
238;1;Tôma Thiện;Tôma Thiện;;2018/10/03 03:07:17;
239;1;Piô;Piô;;2018/10/03 03:07:17;
240;1;Cosma;Cosma;;2018/10/03 03:07:17;
241;1;Đamianô;Đamianô;;2018/10/03 03:07:17;
242;1;Vinhsơn Phaolô;Vinhsơn Phaolô;;2018/10/03 03:07:17;
243;1;Venceslaô;Venceslaô;;2018/10/03 03:07:17;
244;1;Laurensô Ruiz;Laurensô Ruiz;;2018/10/03 03:07:17;
245;1;Micae;Micae;;2018/10/03 03:07:17;
246;1;Gabriel;Gabriel;;2018/10/03 03:07:17;
247;1;Raphael;Raphael;;2018/10/03 03:07:17;
248;1;Giêrômiô;Giêrômiô;;2018/10/03 03:07:17;
249;1;Têrêxa;Têrêxa;;2018/10/03 03:07:17;
250;1;Phanxicô Assisi;Phanxicô Assisi;;2018/10/03 03:07:17;
251;1;Brunô;Brunô;;2018/10/03 03:07:17;
252;1;Maria Rosa;Maria Rosa;;2018/10/03 03:07:17;
253;1;Phanxicô Trung;Phanxicô Trung;;2018/10/03 03:07:17;
254;1;Maria;Maria;;2018/10/03 03:07:17;
255;1;Điônisyô;Điônisyô;;2018/10/03 03:07:17;
256;1;Gioan Lêônarđô;Gioan Lêônarđô;;2018/10/03 03:07:17;
257;1;Gioan XXIII;Gioan XXIII;;2018/10/03 03:07:17;
258;1;Phêrô Tùy;Phêrô Tùy;;2018/10/03 03:07:17;
259;1;Callistô I;Callistô I;;2018/10/03 03:07:17;
260;1;Têrêsa Giêsu;Têrêsa Giêsu;;2018/10/03 03:07:17;
261;1;Hedviges;Hedviges;;2018/10/03 03:07:17;
262;1;Margarita Alacoque;Margarita Alacoque;;2018/10/03 03:07:17;
263;1;Phanxicô Kính;Phanxicô Kính;;2018/10/03 03:07:17;
264;1;Ignatiô;Ignatiô;;2018/10/03 03:07:17;
265;1;Luca;Luca;;2018/10/03 03:07:17;
266;1;Isaac Jogues;Isaac Jogues;;2018/10/03 03:07:17;
267;1;Gioan Brêbeuf;Gioan Brêbeuf;;2018/10/03 03:07:17;
268;1;Phaolô Thánh Giá;Phaolô Thánh Giá;;2018/10/03 03:07:17;
269;1;Gioan Phaolô II;Gioan Phaolô II;;2018/10/03 03:07:17;
270;1;Gioan Capistranô;Gioan Capistranô;;2018/10/03 03:07:17;
271;1;Phaolô Bường;Phaolô Bường;;2018/10/03 03:07:17;
272;1;Antôn Clarét;Antôn Clarét;;2018/10/03 03:07:17;
273;1;Giuse Thị;Giuse Thị;;2018/10/03 03:07:17;
274;1;Simon;Simon;;2018/10/03 03:07:17;
275;1;Giuđa;Giuđa;;2018/10/03 03:07:17;
276;1;Gioan Đạt;Gioan Đạt;;2018/10/03 03:07:17;
277;1;Giêrônimô Liêm;Giêrônimô Liêm;;2018/10/03 03:07:17;
278;1;Berrio Vinh;Berrio Vinh;;2018/10/03 03:07:17;
279;1;Phêrô Bình;Phêrô Bình;;2018/10/03 03:07:17;
280;1;Martinô;Martinô;;2018/10/03 03:07:17;
281;1;Phêrô Bắc;Phêrô Bắc;;2018/10/03 03:07:17;
282;1;Carôlô;Carôlô;;2018/10/03 03:07:17;
283;1;Đaminh Mầu;Đaminh Mầu;;2018/10/03 03:07:17;
284;1;Henricô Gia;Henricô Gia;;2018/10/03 03:07:17;
285;1;Vinhsơn Liêm;Vinhsơn Liêm;;2018/10/03 03:07:17;
286;1;Gioan Bt. Côn;Gioan Bt. Côn;;2018/10/03 03:07:17;
287;1;Giuse Nghi;Giuse Nghi;;2018/10/03 03:07:17;
288;1;Martinô Thịnh;Martinô Thịnh;;2018/10/03 03:07:17;
289;1;Martinô Thọ;Martinô Thọ;;2018/10/03 03:07:17;
290;1;Phaolô Ngân;Phaolô Ngân;;2018/10/03 03:07:17;
291;1;Lêô;Lêô;;2018/10/03 03:07:17;
292;1;Martinô;Martinô;;2018/10/03 03:07:17;
293;1;Josaphat;Josaphat;;2018/10/03 03:07:17;
294;1;Frances X. Cabrini;Frances X. Cabrini;;2018/10/03 03:07:17;
295;1;Stêphanô Thể;Stêphanô Thể;;2018/10/03 03:07:17;
296;1;Albertô;Albertô;;2018/10/03 03:07:17;
297;1;Margarita;Margarita;;2018/10/03 03:07:17;
298;1;Gertruđê;Gertruđê;;2018/10/03 03:07:17;
299;1;Elizabeth;Elizabeth;;2018/10/03 03:07:17;
300;1;Phanxicô Cần;Phanxicô Cần;;2018/10/03 03:07:17;
301;1;Maria;Maria;;2018/10/03 03:07:17;
302;1;Cêcilia;Cêcilia;;2018/10/03 03:07:17;
303;1;Clêmentê I;Clêmentê I;;2018/10/03 03:07:17;
304;1;Columbanô;Columbanô;;2018/10/03 03:07:17;
305;1;Miguel Pro;Miguel Pro;;2018/10/03 03:07:17;
306;1;Phêrô Cao;Phêrô Cao;;2018/10/03 03:07:17;
307;1;Phêrô Khoa;Phêrô Khoa;;2018/10/03 03:07:17;
308;1;Vinhsơn Điểm;Vinhsơn Điểm;;2018/10/03 03:07:17;
309;1;Catarina;Catarina;;2018/10/03 03:07:17;
310;1;Đaminh Xuyên;Đaminh Xuyên;;2018/10/03 03:07:17;
311;1;Tôma Dụ;Tôma Dụ;;2018/10/03 03:07:17;
312;1;Anrê Trông;Anrê Trông;;2018/10/03 03:07:17;
313;1;Anrê;Anrê;;2018/10/03 03:07:17;
314;1;Giuse Du;Giuse Du;;2018/10/03 03:07:17;
315;1;Phanxicô Xaviê;Phanxicô Xaviê;;2018/10/03 03:07:17;
316;1;Gioan Đamas;Gioan Đamas;;2018/10/03 03:07:17;
317;1;Nicôla;Nicôla;;2018/10/03 03:07:17;
318;1;Giuse Khang;Giuse Khang;;2018/10/03 03:07:17;
319;1;Ambrôsiô;Ambrôsiô;;2018/10/03 03:07:17;
320;1;Maria;Maria;;2018/10/03 03:07:17;
321;1;Gioan Điđacô;Gioan Điđacô;;2018/10/03 03:07:17;
322;1;Đamasô;Đamasô;;2018/10/03 03:07:17;
323;1;Maria;Maria;;2018/10/03 03:07:17;
324;1;Simon Hòa;Simon Hòa;;2018/10/03 03:07:17;
325;1;Luxia;Luxia;;2018/10/03 03:07:17;
326;1;Gioan Thánh Giá;Gioan Thánh Giá;;2018/10/03 03:07:17;
327;1;Phaolô Mỹ;Phaolô Mỹ;;2018/10/03 03:07:17;
328;1;Phêrô Đường;Phêrô Đường;;2018/10/03 03:07:17;
329;1;Phêrô Truật;Phêrô Truật;;2018/10/03 03:07:17;
330;1;Augustinô Mới;Augustinô Mới;;2018/10/03 03:07:17;
331;1;Đaminh Úy;Đaminh Úy;;2018/10/03 03:07:17;
332;1;Phanxicô Mậu;Phanxicô Mậu;;2018/10/03 03:07:17;
333;1;Stêphanô Vinh;Stêphanô Vinh;;2018/10/03 03:07:17;
334;1;Tôma Đệ;Tôma Đệ;;2018/10/03 03:07:17;
335;1;Phêrô Canisiô;Phêrô Canisiô;;2018/10/03 03:07:17;
336;1;Anrê Dũng Lạc;Anrê Dũng Lạc;;2018/10/03 03:07:17;
337;1;Phêrô Thi;Phêrô Thi;;2018/10/03 03:07:17;
338;1;Gioan Kêty;Gioan Kêty;;2018/10/03 03:07:17;
339;1;Emmanuel;Emmanuel;;2018/10/03 03:07:17;
340;1;Stêphanô;Stêphanô;;2018/10/03 03:07:17;
341;1;Gioan;Gioan;;2018/10/03 03:07:17;
342;1;Tôma Becket;Tôma Becket;;2018/10/03 03:07:17;
343;1;Sylvestê;Sylvestê;;2018/10/03 03:07:17;
